Ind,genome,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,X,Y
FEMALE,1.98193541701209,1.91612989000336,2.20868817782684,2.29832878527953,2.36301581346786,2.26854262597859,2.23095852804125,2.12063960220654,2.22699757458155,1.7080647874068,2.05939452559719,2.12656387636875,2.17329258580911,1.98861793532507,1.82313265618092,1.62155978531921,1.60861979225376,1.68757916877116,2.21512368110106,1.46250983210721,1.88666279945013,1.60908749125673,1.0728437698898,2.22000678686288,0.00758822537288732
FEMALE,1.70027662116384,1.65656192688082,1.88380472099326,1.94720093072285,1.98890608651621,1.92562148157099,1.88807218244551,1.8127690063602,1.90156159414641,1.47288729922581,1.77761024632303,1.8311942958368,1.85837626729155,1.67900571189283,1.56008006182421,1.41050986609057,1.44056486989677,1.51644470160247,1.88827728661748,1.35234659794504,1.67339450749474,1.39170382565763,0.992707120843786,1.87610489071463,0.00691752285857312
FEMALE,1.67964834242579,1.63595726808641,1.86333616493329,1.93082681593191,1.9711782644088,1.90254101837512,1.87255329187347,1.79301250633229,1.87719301673741,1.44868365247779,1.75817320114967,1.79829479489716,1.83607895129165,1.66161415921618,1.54418947673181,1.39656323987097,1.40562664146733,1.49943382128084,1.86128622258817,1.3382061890021,1.64476120149425,1.3696995599097,0.974988834327144,1.84980689835858,0.00764545622878707
FEMALE,1.32037667509591,1.30533359032233,1.45216621097128,1.48958608880822,1.48028807893369,1.46493698209869,1.44036480434537,1.40233056375496,1.46086379752532,1.15425376924664,1.4024063069229,1.43316730727278,1.44704436945028,1.25741736046642,1.22164507644839,1.12653359860754,1.18469876177958,1.2651977007018,1.44468890604341,1.18364053378019,1.37650393047134,1.069959595798,0.861229895210496,1.41195172478286,0.00632923075565311
FEMALE,1.46572297693651,1.43469310353293,1.61795393280064,1.66724705378073,1.69028169686353,1.64730002875379,1.6170247182266,1.56851100979779,1.63180433781739,1.27078823684979,1.54107498352434,1.57235710756361,1.60476365314066,1.43524984892317,1.34897384748924,1.22021770659273,1.26990824710682,1.35237651334358,1.62076594964003,1.23851306558072,1.4728737660554,1.20401729527978,0.895791828742884,1.58599477582872,0.00752491437014243
FEMALE,1.46923001246135,1.43853224742818,1.62384079830666,1.674481708966,1.69971502494666,1.65408795255856,1.62928636786847,1.566305053097,1.63472386677103,1.27230836845824,1.54714609826217,1.58217552255033,1.60504157225417,1.43561624681065,1.34440519260725,1.23470167068443,1.26448589815745,1.35383158686331,1.62012327842293,1.23168046032518,1.47439911642141,1.19348058000127,0.893346685751128,1.59741772039722,0.00803364244620241
FEMALE,1.28296328696477,1.25510721596156,1.41967325302274,1.46593398535711,1.48853187568768,1.44786578534061,1.42487026580774,1.36508453637065,1.42990758343604,1.11020954515297,1.34725513598369,1.38063953150232,1.40461448080358,1.25848870830618,1.17748982436254,1.07912709309555,1.10254332718944,1.16665910464423,1.41756654896443,1.04865624020626,1.28310655747069,1.03999468521591,0.766045501681078,1.39449039148181,0.00723988853895014
FEMALE,1.33843558480199,1.30543582878375,1.48738559042255,1.53783436048128,1.56988623157977,1.5175432022705,1.4943502958743,1.42929316303229,1.49825250087757,1.15686681389393,1.39923907483297,1.43432313296641,1.46498163511245,1.33015078821217,1.22941857040095,1.10983981374212,1.11977459558768,1.19117906093229,1.48817293099265,1.05282275867995,1.31005015111339,1.08545121488422,0.770083504848282,1.46299183824674,0.00764498463845005
FEMALE,1.4999606593383,1.46255129290129,1.66167515571679,1.71805990866792,1.75708893898874,1.69618528586256,1.66714870292515,1.60630891438368,1.67453578175106,1.29469003553918,1.57358683083682,1.6028715014022,1.64710419676912,1.48532353225207,1.37880244293548,1.24469261082499,1.2698977661972,1.35204359961628,1.66586176295558,1.22192992901637,1.47642213820687,1.23006528478818,0.873235064496988,1.6258110745527,0.00861006057813674
FEMALE,1.39650588424453,1.36925337489931,1.5410292443476,1.59051325650332,1.60917065229553,1.5657347036397,1.54136088436911,1.49200094762641,1.55131244616932,1.20735036881867,1.47049517862751,1.49729210107163,1.53003263046818,1.36701099049528,1.28830987072697,1.16775968476074,1.2141441303038,1.30640588281008,1.5390250306978,1.20825541680634,1.40156024099444,1.13194090699762,0.860411741910067,1.49726975287524,0.00878138261057118
FEMALE,0.0209281182811391,0.0213893950539044,0.022517002952964,0.0226281335907251,0.0211460663323064,0.0221078697286232,0.0218658302018489,0.0219980106280018,0.0226572962035711,0.0185869855396403,0.0229938009918593,0.0231685928403634,0.0229365747866326,0.0181741444581542,0.0191895931738506,0.0182694974042681,0.0212989459447695,0.0233241591468265,0.0220008650919664,0.023372852531558,0.0245080722856392,0.0169077659529488,0.0171157670449839,0.021248773753376,0.000126217785200909
FEMALE,0.0491403683224874,0.0494588175970884,0.0536604426196444,0.0542057483084113,0.0521912729799463,0.0529827113533706,0.0526015865102049,0.0519982312532059,0.0533145023850192,0.0426482379002604,0.0528679040512025,0.0537134889104167,0.0535034337765633,0.0445516318077545,0.0449667786187067,0.0428742252909236,0.0482157369186765,0.0513739295704759,0.0520598010831529,0.0511309487599339,0.0547494570453366,0.0402453402401979,0.0363002388520351,0.0509019675075558,0.000307123206984064
FEMALE,1.14176182432935,1.10885448104861,1.27044789297216,1.31626481909145,1.34509164210378,1.29740278957121,1.27799969829659,1.21893785798615,1.27908069511782,0.986702808743454,1.19217986218693,1.22298358547376,1.24760326329336,1.1409091533465,1.04738358450348,0.94074954136973,0.948272715658909,1.00153073069212,1.27504166130446,0.880456915688876,1.11425544763455,0.932922168228291,0.643502315174053,1.2563169605365,0.00784997485244528
FEMALE,1.14342211513421,1.12245917734343,1.26091946380141,1.29944373978241,1.30740139969456,1.27965157831352,1.25978695376954,1.2230810497635,1.27210023649118,0.993678802407966,1.20862768866201,1.22842051564385,1.25662760321772,1.11478714946629,1.05483321120892,0.955670454566734,1.00668529302493,1.06924474978265,1.26107901497758,0.990627726507659,1.16013168951244,0.940578366106969,0.704673498261344,1.21447957037058,0.00793918963870218
FEMALE,0.0900364098945768,0.0884260224170113,0.105748434639262,0.110241920574351,0.116660654768717,0.108498166489659,0.108278244136152,0.0995587728420214,0.106584424142157,0.0797008111785061,0.0938420093852391,0.09683563717769,0.102203573584072,0.0988760012405327,0.0861667874869329,0.0747176045361795,0.0736401769589255,0.0717855523743334,0.105479358083932,0.0584331883401411,0.083609306198505,0.0752500498910293,0.0444531974015724,0.0877878845803094,0.000608132582098909
FEMALE,0.0738739957292451,0.0756556349763317,0.0840562611154429,0.0857535179221869,0.0832779225927439,0.0838699178831017,0.0828357505186846,0.0799943191680579,0.0843792404119641,0.0669903983849808,0.0810767072151616,0.0817103524099533,0.0841759319134032,0.0717899084689488,0.0699454324629616,0.0663905060413107,0.0744752852127215,0.0748409542878207,0.0826210857226935,0.0733661020349361,0.0834370267789937,0.0620798362431499,0.0542629870409585,0.0663018411217168,0.000462209057815392
FEMALE,0.0302248845439015,0.0306081644627076,0.0325971934146393,0.0330495186833128,0.0314121249372418,0.0322073991989399,0.0317191647419336,0.0318023094111329,0.0329529069650737,0.0265192196909372,0.0328535382885984,0.03356930564744,0.0330853814210101,0.0268075477166,0.0275194844803247,0.0264676890371292,0.0304549114311673,0.0326208651963583,0.0323227580972116,0.0327892499013555,0.0343213352305542,0.0241254214246676,0.0235092915511653,0.0309758527308718,0.000216931555029051
FEMALE,0.0203377488853248,0.0204399049421024,0.0220191768339797,0.0219712130590459,0.0212558676950549,0.0218970141048356,0.0213800050699217,0.021475899920059,0.0223509299300343,0.0177232716624526,0.022307526792373,0.0224468424916617,0.0221272250198624,0.0182791198233274,0.0185942389692587,0.0177582783622015,0.0200697023652978,0.0215456059538488,0.0219941409820182,0.0217334872815249,0.0231760404356838,0.0164323649573721,0.0156107548010444,0.0208493612697732,0.000151447868231462
FEMALE,0.120840898092644,0.119650959666014,0.140826617180465,0.145713361865118,0.151453891619981,0.143258368586486,0.142813192481758,0.132514849644049,0.140809016576492,0.107587280419523,0.127724044078527,0.129853680543834,0.137064013923748,0.128311527776386,0.114596578615987,0.105150674244235,0.104265771165353,0.104565084565949,0.139246903272001,0.0917846160147892,0.118094162491638,0.10211929612562,0.067356188141227,0.115581672404608,0.000880105466462971
FEMALE,0.065979816132731,0.0682566604317507,0.0741563301645519,0.0752127069645595,0.0714764392714919,0.0732237844391899,0.0727053626434895,0.0713301015982521,0.0742973843667674,0.0602264667020235,0.0729830336422881,0.0731414400768627,0.0754641090438055,0.0617687378291744,0.0629553046990234,0.0600583965542963,0.0696513995229449,0.0718594237270893,0.0725113543960976,0.0734813078046683,0.077291992196177,0.0550871968451209,0.0528464854375729,0.0577449131374293,0.000447960292632583
FEMALE,7.40551006840621,7.54409677478798,7.78215599675909,7.70743999051017,7.00501659716992,7.51840101271722,7.62337861224108,7.56839125888597,7.81377368818138,6.60174320104155,8.18702856323626,8.259335527183,7.93482462089909,6.14928719469513,6.70784977746528,6.60246397513066,8.11674705148051,9.16023721103745,7.63887942105746,9.6580830926857,9.28635858934603,6.14447818762123,7.06852889078138,6.78884663003727,0.0684989848849571
FEMALE,4.42191411813195,4.44949464338546,4.72651497337536,4.71771669502288,4.40280448657084,4.61723470977517,4.66334781612188,4.53564283118302,4.75143802074529,3.89515299716781,4.84510184683489,4.85535627035957,4.7514992447436,3.8392935520866,4.01468364000442,3.8769358071331,4.54809353526759,5.04648986067035,4.67718036117257,5.02261741927812,5.30153090367204,3.64787903651151,3.79204887923621,4.1475443574107,0.0436899814978268
FEMALE,2.94097938778142,3.00127403494012,3.09601562994161,3.06611265198594,2.76887740141371,2.98124434058244,3.02433423352486,2.99789376765092,3.10707315080478,2.61437847225736,3.26171239320644,3.27845464881117,3.14861742525199,2.4367193043306,2.6633374954378,2.64776397456888,3.23600943273012,3.61114044781706,3.04775014611171,3.78620682517066,3.71304746077462,2.42460352344421,2.80316186672352,2.70488486033669,0.028933852482433
FEMALE,2.19378224290962,2.20972769813079,2.3396258550387,2.32774917972676,2.15649064528381,2.27767748281709,2.30334370263257,2.24763980830981,2.35675276810854,1.93665646435572,2.40898225161405,2.41986853434541,2.35170135618924,1.88977709084662,1.98903729815703,1.94074837099647,2.29338930294016,2.53932197478152,2.3289116184013,2.55159076556416,2.67329380225661,1.80412354940729,1.92992458020208,2.02896849215975,0.0220208939446218
FEMALE,1.40184225173257,1.43473382559797,1.48485947371254,1.4594456092676,1.30890343776563,1.42289397257036,1.44095858022836,1.420682804153,1.48751376892335,1.25284322282347,1.56288947807605,1.57154356164557,1.49465147280881,1.16180167352439,1.2709923861807,1.2586817215941,1.54788420482982,1.73363293228751,1.46514845144132,1.78291185897786,1.80436884931691,1.16835553038294,1.36378150046138,1.23718419641173,0.0134901447556645
FEMALE,1.26608189893948,1.27859671812011,1.34856777365129,1.33961371446659,1.23128837044692,1.30921689524698,1.32253517453259,1.29192029217941,1.35510989169183,1.12215480409934,1.395384247849,1.39943255775892,1.35429326570236,1.08069206255476,1.14441049304916,1.12098622439457,1.33387943631477,1.48482499152351,1.33408605795122,1.48597793403617,1.55945858122234,1.05200848661731,1.13044651815201,1.17817542488415,0.0130117668862941
FEMALE,2.42407655732687,2.43603544321761,2.58761104207288,2.55225777706091,2.36343573606483,2.51315196407423,2.5450690616274,2.47721841800317,2.61110350602418,2.14222897820534,2.68436314711238,2.66896379282908,2.59241570692742,2.08748857057919,2.19006695324451,2.13558558729018,2.55932259590151,2.81717555752365,2.57469507634285,2.81826880059818,2.98764906660032,2.03355727246029,2.141459553522,2.24764575461053,0.0253749454765779
FEMALE,0.147695347410374,0.146425496769374,0.159307881932738,0.15979677655708,0.151341270545264,0.156891165510306,0.158826364483731,0.151279893560498,0.15980553609001,0.128884241896226,0.160828270849246,0.160341638621354,0.158692695385448,0.132003691104023,0.133560209014403,0.127634978368381,0.146524964768594,0.158814910386955,0.158701379946178,0.153229593006868,0.171155938102534,0.122371054414309,0.115427971849523,0.14322363492474,0.0016214454762579
FEMALE,0.804612739271918,0.810682874888404,0.856743388890234,0.857190349598275,0.797340557529563,0.836037065087821,0.848819759396173,0.824158237398287,0.859003000067872,0.707246657012391,0.87836077932104,0.883077910106206,0.867480419309715,0.695440842613378,0.732192611165358,0.709502198117041,0.834351414806037,0.925179022260057,0.845727874527545,0.932061050331273,0.960936268356056,0.662120372379786,0.690415352115053,0.75879946591292,0.0089442833869874
FEMALE,0.107677700394767,0.106769772100187,0.115948485607321,0.117366083226026,0.112589916638851,0.114765426642285,0.116804267154335,0.110850755356667,0.116766366259052,0.0934838485724492,0.115929511418943,0.115953462572132,0.115602143697704,0.0969135523439558,0.0980042019742236,0.0927896307113435,0.105028520193066,0.113306166706139,0.116165710656195,0.108845859905962,0.121627477250485,0.0874850859325581,0.0806404638526715,0.106315279599687,0.00125448082400845
FEMALE,0.838654352766918,0.851835013081071,0.88553866872017,0.873968105532287,0.795772766286431,0.854498089326461,0.868428915146321,0.857761033219187,0.887032395160609,0.743075062031458,0.930610701623252,0.928415225528818,0.900193030513315,0.701178818649092,0.761612979431491,0.745186605873838,0.916910823717265,1.02048158998542,0.871975495345328,1.05901366509213,1.04827082743625,0.698259055001055,0.783569244109774,0.77681695744512,0.00919939691680301
FEMALE,0.02402449901588,0.0237879086367452,0.0256013982404469,0.0259457830105408,0.0248381835831912,0.0252355937249296,0.0259826447661678,0.0244779359494807,0.025687057164909,0.0205667759747301,0.0255469543909651,0.0256398513387309,0.0256959380365889,0.0212731144857165,0.0214667803886258,0.0204765873070367,0.0231945739478697,0.0255411249013335,0.0255305617329135,0.0250970661883361,0.0269386750002221,0.0194607114767236,0.0177772091474275,0.0235417196923873,0.000282869989651624
FEMALE,0.197502831595291,0.196438567749847,0.21237811743865,0.213283247761377,0.203038732965618,0.209421350084012,0.212190858681077,0.20302951772317,0.213147429086091,0.172200638620557,0.213402036305863,0.214697459491511,0.212097938546182,0.176404502225834,0.178715679638683,0.170313605027424,0.196494178895049,0.214632735108389,0.211213476684014,0.209527094352358,0.22814394867349,0.163843532174753,0.155920858973839,0.18972220490478,0.00228434990749924
FEMALE,2.62510088299325,2.88932433592613,2.54980614197554,2.35761764462743,1.8652248616191,2.2632388058365,2.3528674187411,2.65605683767747,2.48070422661657,2.45800809839398,3.00909399270137,3.0851069514304,2.78383910067168,1.70707429246387,2.38858030504835,2.5607849740302,3.77456163263487,4.69824035186312,2.32552383249983,5.85495884480205,3.98636653850694,2.22280314552941,3.98841062216568,1.86611888950487,0.0224937474700442
FEMALE,0.0109743357090566,0.0108796479187107,0.0116661937282215,0.0115878135623323,0.0109200800718682,0.0113377666427918,0.0115303464188808,0.0111967762353263,0.0116511078111805,0.0092797546998203,0.0117572433289007,0.011877411902104,0.0116780042598575,0.0093473659840119,0.00968847188353113,0.00928257172203416,0.0108291038103994,0.0119021183638789,0.0113454946567789,0.0117415176919244,0.01262907469863,0.00887834889313596,0.00872331714101236,0.0102034860954968,0.000125746194863889
FEMALE,1.13870990015017,1.15320760625106,1.20940998478643,1.20061783910035,1.09920617208689,1.17183752216369,1.18725159953331,1.16361221408527,1.21498988323784,1.00856722332595,1.25774111637955,1.26135714071756,1.21788984011022,0.964460386074213,1.03036767553918,1.00954389656584,1.21662342433718,1.34317451731451,1.19665581706978,1.36891813275395,1.40809454646308,0.93837834053035,1.02824319769122,1.05732024795943,0.0132077631988619
FEMALE,0.706031910264582,0.708108402265525,0.754604326220857,0.757977598800297,0.70726048524282,0.739205471113935,0.752352170133563,0.722843876098167,0.760538850182731,0.620266786096288,0.769774100806784,0.773188673352625,0.759121385618037,0.619754984892838,0.640079705977315,0.619944914041545,0.721664216159165,0.785766795849164,0.752534707678221,0.774805512890354,0.837333892683472,0.577894113419529,0.58169276785228,0.672924725717483,0.00851319929141531
FEMALE,2.48734465591869,2.71382683937225,2.4515556542985,2.27307738825344,1.81754566662166,2.1922950667622,2.26018064791454,2.52282105072103,2.40494195356288,2.29751664344166,2.88853839820131,2.90704153864692,2.62602298607726,1.66808825654916,2.24883483431787,2.40478922786887,3.46450592366735,4.22026646645781,2.28162588415001,5.15173596001135,3.78456723562138,2.11944858803453,3.63362986054692,1.83979666847341,0.024105441131833
FEMALE,0.0198149689137507,0.0195751046895085,0.0213873577708607,0.0218355516594762,0.0212925553389138,0.0213430973152845,0.0217199692882685,0.020622606336714,0.0214361491104692,0.0170134524951809,0.0213812772307016,0.0210750864795296,0.021254962434413,0.0183657223288888,0.0178608776525731,0.0167019969844943,0.0185904332005644,0.019957433449584,0.021249365756334,0.0194835923357586,0.0212633866408401,0.0163865098812287,0.0137505889826648,0.0199654203604341,0.00026850332688456
FEMALE,0.126780761408858,0.12749103642153,0.135236187471585,0.133863860775772,0.125063009315052,0.131249248957772,0.133859936483559,0.129559376780739,0.135835000489396,0.111585214582032,0.138841399836752,0.139075590988512,0.135642241000772,0.109345639838222,0.114992714454109,0.111451817605285,0.13199746116289,0.146437345257189,0.134322703074781,0.147813788713396,0.153895533111032,0.105818016016864,0.11070041991974,0.118848338023641,0.00161253578739064
FEMALE,0.772786854153851,0.784225360064399,0.817378854837755,0.808322430948858,0.738811492765142,0.78884183125293,0.8001583227034,0.789614180684677,0.82092923081876,0.685433547748018,0.854714857733124,0.854363821965452,0.825269429319622,0.649827665876315,0.698140839727865,0.687110704592794,0.838437121287908,0.928217415781054,0.807714969666964,0.964871694140249,0.962739823487375,0.645720835252186,0.714663388829758,0.715599364103536,0.00990831509092784
FEMALE,0.047844449389715,0.0470995295935491,0.0511679608647675,0.0519627700760969,0.0509459124000972,0.0512753097776274,0.0523634251331006,0.0493767815555922,0.0513369945518442,0.0410465418123011,0.0510874381165149,0.0513478549435347,0.0515725533807347,0.0434900955612717,0.0431830821072917,0.040591480509696,0.0456601657690326,0.0497128833092494,0.0510221108202994,0.0491417043313598,0.0518043960605164,0.039923482068681,0.034678083038457,0.0482541313691404,0.000670971994506781
FEMALE,0.259262525600395,0.265499900198844,0.272971073819339,0.26479796253384,0.23565727611555,0.260069725461523,0.262775743763114,0.263578135000418,0.272439623174608,0.232302520855824,0.290516276243169,0.291436029650599,0.274886821736816,0.210850774713854,0.234178190237238,0.233859245761532,0.296316210393492,0.331463617127168,0.268763788908134,0.350021612920351,0.341881193522878,0.21866222646029,0.265070110913715,0.227898649943685,0.00320558478835514
FEMALE,0.0480303960638802,0.0478331606644222,0.0513289563456235,0.0519639164108834,0.0489949018979832,0.0504176098798963,0.0516416476639079,0.0492722186562545,0.051425759535359,0.0419535730988648,0.0520545996961207,0.0519784022868941,0.0516221604483074,0.0427446575918054,0.0436288129413503,0.0417330528390759,0.0482375287993981,0.0526484875154581,0.0511440029238735,0.0520259751465707,0.0548600947679607,0.0396722660624961,0.0383012888170616,0.0463611775471152,0.000656942181980446
FEMALE,0.755440922246636,0.760179915459468,0.796797510658056,0.792849976641535,0.742176774533676,0.775464037693669,0.791632784738938,0.778475177964767,0.798944388122923,0.664064135655765,0.824601782744317,0.827244382782235,0.810410162665235,0.64449368436424,0.682480642208621,0.662998733109953,0.803670416762691,0.896895407992664,0.787260995674438,0.939668588583707,0.906560929604389,0.636362722170909,0.669362079780579,0.710995233095057,0.0102247690495801
FEMALE,0.151439658402075,0.155186441842406,0.158249437592094,0.155103601142557,0.142711194177001,0.151492151629442,0.154931102589581,0.155034047257265,0.15868365519499,0.134974094638349,0.166567854367264,0.169695172342645,0.160496995578583,0.125380709355271,0.137600161118529,0.133701101024748,0.16882278456342,0.19224796635171,0.155551794038642,0.208832730980677,0.191627566103382,0.129118170733595,0.152353262280788,0.135065327258432,0.00195977785804545
FEMALE,0.0827694047191417,0.0816664765701827,0.0886970008759028,0.0907678488744937,0.0887999858292472,0.0883678413860721,0.090662442951327,0.0867745005498758,0.089060506959832,0.0708422628722901,0.0889654813020015,0.0877440315547436,0.0893090531142648,0.0757921615580768,0.0743373283201772,0.0696629379614782,0.0789198992110575,0.0859916120667709,0.0887282041498184,0.084969041324455,0.0889649145298603,0.0676152524330253,0.0587646916260826,0.0821879756213928,0.00123462350231751
FEMALE,0.611329337982132,0.634767862825104,0.625392615629811,0.608115398846484,0.534893203226069,0.592211176658066,0.608359297781767,0.625595735965181,0.62597672397934,0.548312539761179,0.685844870467054,0.685539259453225,0.653451958973013,0.47568215710014,0.551280340837977,0.563575943648556,0.736693718812999,0.844450898027113,0.604845575499792,0.959925473434914,0.81308036807947,0.522306396055923,0.672941722185117,0.538304904677358,0.00816036550676441
FEMALE,0.114443554231919,0.118259504757663,0.119364057735461,0.11641542324271,0.10348892221485,0.113432028895738,0.115999194857575,0.116552487311019,0.11883051423662,0.102247887454841,0.128517287157366,0.128252446718942,0.122142887853773,0.0917570130620439,0.103324122301782,0.103677154797625,0.132079703654328,0.148642216702192,0.116945323175325,0.161382278467397,0.150158681753042,0.0973697948021703,0.117771155105376,0.101441696352483,0.00157199586091898
FEMALE,0.119630392497765,0.12338525728287,0.124015163476593,0.120654473334157,0.107822662570206,0.118018159441055,0.120505443275781,0.122226708666014,0.124151548664056,0.106173682586892,0.135016056067157,0.134223069647986,0.127354072947566,0.0956678186287564,0.108205950393453,0.108346749061985,0.139430362894136,0.155993450845191,0.122336945072654,0.171792486266845,0.157891803193373,0.102688921303485,0.124901553596614,0.106674220792403,0.00169407038815893
FEMALE,0.337729910455254,0.353360383403017,0.346362915993209,0.338430707066871,0.294542817341946,0.327999921068018,0.336270253746854,0.344773626758445,0.346979170878483,0.302294786676488,0.378296024708704,0.381141514680669,0.362707722591451,0.2603115286794,0.305672329848828,0.309873516590899,0.40255488275199,0.4618666421332,0.336526897054568,0.516556964965895,0.450933463143184,0.282941672737911,0.363310723649821,0.29511850153693,0.00476867096040686
FEMALE,0.274855177618411,0.299718029589182,0.262456795067477,0.236996415002078,0.19239241082946,0.230699842567178,0.240216111419341,0.279041002122784,0.258159235334487,0.263470519316254,0.312086833349089,0.325135617898621,0.286481711745657,0.175606784961603,0.249818201363508,0.264551943272164,0.413772034770545,0.515552173582653,0.238790050591947,0.666244437182354,0.421007744164586,0.248741057922524,0.443614219443938,0.18384218489326,0.00311411310548536
FEMALE,0.0478494922008249,0.049655511189278,0.0498341868669209,0.0488962285737025,0.0443019647648374,0.047232245638096,0.0485315065797216,0.0494300684177546,0.0493976108418229,0.0424221758339687,0.053440222233196,0.0532158240421522,0.0514049726378547,0.0380739658333232,0.0432266966397807,0.0429598673545757,0.0543272139762255,0.0619446886090941,0.0481257484894959,0.068520102907909,0.0610814476421615,0.0405523220027802,0.0473298809310657,0.0432326836458888,0.000733912461986871
FEMALE,2.31412755135631,2.40361552399101,2.34802939644092,2.24502195534112,1.9713335944418,2.20186371785332,2.25502946505582,2.3718613244853,2.35331041258213,2.09376089020881,2.60550922782923,2.61407327924824,2.46647343319271,1.75713746957342,2.0878877543397,2.1077163275029,2.90167017555789,3.36791161695376,2.26657813297928,3.99535527272641,3.15428504199569,1.98603325438379,2.72036670186431,1.9651890609527,0.0339436240026412
FEMALE,0.190606361165387,0.206617599560564,0.188687213432906,0.177813402249432,0.144706870172237,0.17138103220259,0.176895270128375,0.193675436370859,0.185338149562466,0.173641705511709,0.218275384392756,0.218832282139626,0.202612103474516,0.131262759521201,0.171943810844462,0.181938064393001,0.257071943962926,0.310138048783912,0.178106802637306,0.371239786079189,0.278459947652951,0.163903661123715,0.258655711072578,0.149775301898827,0.00259960804779689
FEMALE,0.16905775900722,0.179170217593961,0.172267759094922,0.168660878467151,0.143780613100175,0.162479992013941,0.168009454129484,0.173196685710499,0.17131600141461,0.150207872224279,0.189097184060114,0.188552454757073,0.183514510571554,0.127903869100217,0.152247238320723,0.157923594756228,0.203909350513083,0.236414056937595,0.165360374894361,0.266610014246313,0.225734385055451,0.139676307209895,0.183208059883013,0.14976751549038,0.00267735308335699
FEMALE,0.181728785678703,0.1820443207642,0.192060922788646,0.19329178012814,0.184708277203278,0.188692595638422,0.193581947988251,0.18955206378729,0.193120478747161,0.158095549707308,0.197042202026614,0.196666537191435,0.196044643223019,0.158512645120628,0.164556485290948,0.157822201419054,0.185748568202051,0.205067922110184,0.190844303323806,0.212052437972762,0.207936213774991,0.154037526988164,0.147763358918191,0.176838822504408,0.00335998009619298
FEMALE,0.0205939438430558,0.0219620074687798,0.0205586714238774,0.0198292940855235,0.0164655275616225,0.0190332811063036,0.0198393751030703,0.0212912747670879,0.0202134920834575,0.0183685006562867,0.0233282244589279,0.023263543812952,0.0223532808407382,0.014849811684267,0.0186228930277671,0.0194063297219256,0.0267254119990788,0.0315307146813217,0.0196741309324837,0.036404025416774,0.0285068175558091,0.0173201707587353,0.0244819145336889,0.0169737585798621,0.0003328080378396
FEMALE,0.0880205458525262,0.0888390444571851,0.0909422698223815,0.0895515169670426,0.0809585970234848,0.0870757392162496,0.0893158929131588,0.0895147900042367,0.0913636412642446,0.0767209742251783,0.0966510528846156,0.0967041916702746,0.0939471421006031,0.0712095483855596,0.0788741526046595,0.0775677852886265,0.0979654827898207,0.10946336612714,0.0898055602574517,0.119344061777623,0.110494923326297,0.0747884864490147,0.0842188393134443,0.078960937604656,0.0015824550608936
